GeneID	interaction.padj	earlySig	middleSig	lateSig	RegulationOnDS	CNV_SW	GWAS_min_pvalue	1k_min_pvalue
GRMZM2G115424	0.444500614	no	no	no	NA	noCNV	0.297209158	0.297209158
GRMZM2G115442	0.873441355	no	no	no	NA	noCNV	0.229195527	0.229195527
GRMZM2G115451	5.12E-15	no	no	no	DownOnDS	noCNV	0.144003071	0.144003071
GRMZM2G115456	0.003589007	no	no	no	UpOnDS	noCNV	0.006270447	0.006270447
GRMZM2G115480	0.729784261	no	no	no	NA	noCNV	NA	0.216410232
GRMZM2G115481	0.008841908	no	yes	no	UpOnDS	noCNV	0.108926227	0.108926227
GRMZM2G115491	1.02E-05	no	yes	no	DownOnDS	noCNV	0.006218751	0.006218751
GRMZM2G115499	0.287082792	no	no	no	NA	noCNV	0.039971548	0.039971548
GRMZM2G115504	1.71E-06	no	no	no	DownOnDS	noCNV	0.021136745	0.021136745
GRMZM2G115516	0.392334216	no	no	no	NA	noCNV	0.047465211	0.047465211
GRMZM2G115518	0.016846917	no	no	no	UpOnDS	noCNV	0.034238208	0.034238208
GRMZM2G115564	0.473213058	no	no	no	NA	noCNV	0.158636532	0.158636532
GRMZM2G115566	0.73666024	no	no	no	NA	Both	NA	NA
GRMZM2G115574	0.376702768	no	no	no	NA	noCNV	0.050336	0.050336
GRMZM2G115579	0.413316282	no	no	no	NA	noCNV	0.076682001	0.076682001
GRMZM2G115598	0.799259129	no	no	no	NA	noCNV	0.01096806	0.01096806
GRMZM2G115612	0.455018812	no	no	no	NA	noCNV	0.049372617	0.049372617
GRMZM2G115615	0.173546985	no	no	no	NA	noCNV	0.147681435	0.147681435
GRMZM2G115621	0.003818107	no	no	no	DownOnDS	noCNV	0.061269648	0.061269648
GRMZM2G115628	0.730071832	no	no	no	NA	noCNV	0.746714461	0.52210035
GRMZM2G115633	0.153520802	no	no	no	NA	noCNV	0.065445615	0.065445615
GRMZM2G115635	0.009068076	no	yes	no	DownOnDS	noCNV	0.025175308	0.025175308
GRMZM2G115646	0.803091775	no	no	no	NA	noCNV	0.468328632	0.468328632
GRMZM2G115658	0.05019674	no	no	no	NA	noCNV	0.053653724	0.053653724
GRMZM2G115660	0.001873795	no	yes	yes	others	noCNV	0.118975373	0.015243817
GRMZM2G115670	0.929807407	no	no	no	NA	noCNV	0.32293765	0.32293765
GRMZM2G115674	0.024292482	no	no	no	UpOnDS	noCNV	0.089510563	0.003976073
GRMZM2G115698	0.16593692	no	no	no	NA	noCNV	NA	NA
GRMZM2G115701	2.65E-11	no	no	no	DownOnDS	noCNV	0.024668523	0.024668523
GRMZM2G115705	0.014609635	no	no	yes	others	noCNV	0.06111676	0.06111676
GRMZM2G115707	0.921995307	no	no	no	NA	noCNV	NA	NA
GRMZM2G115716	0.964984208	no	no	no	NA	noCNV	0.546150814	0.546150814
GRMZM2G115721	0.118252037	no	no	no	NA	noCNV	0.062610354	0.04346992
GRMZM2G115730	0.601589721	no	no	no	NA	noCNV	0.804656363	0.089916208
GRMZM2G115750	0.766757502	no	no	no	NA	DownCNV/PAV	0.026510608	0.026510608
GRMZM2G115755	0.381126165	no	no	no	NA	noCNV	0.660827042	0.660827042
GRMZM2G115757	0.000476449	no	no	no	DownOnDS	noCNV	0.09926012	0.09926012
GRMZM2G115762	2.12E-07	no	yes	no	DownOnDS	noCNV	0.003190994	0.003190994
GRMZM2G115766	0.167472264	no	no	no	NA	noCNV	0.013664055	0.013664055
GRMZM2G115772	0.671720628	no	no	no	NA	noCNV	0.025329622	0.025329622
GRMZM2G115773	0.037146106	no	no	yes	others	noCNV	0.313978476	0.313978476
GRMZM2G115775	8.41E-05	no	no	no	DownOnDS	noCNV	0.478373347	0.478373347
GRMZM2G115792	0.721913267	no	no	no	NA	noCNV	0.666878237	0.666878237
GRMZM2G115805	0.652297583	no	no	no	NA	noCNV	0.565946604	0.565946604
GRMZM2G115812	0.139772542	no	no	no	NA	noCNV	0.077602583	0.077602583
GRMZM2G115817	0.411391795	no	no	no	NA	noCNV	0.262230939	0.262230939
GRMZM2G115825	0.010292743	no	yes	no	DownOnDS	noCNV	0.386090361	0.386090361
GRMZM2G115828	0.008720373	no	no	no	DownOnDS	noCNV	0.013937247	0.013937247
GRMZM2G115834	0.889173073	no	no	no	NA	noCNV	0.042540382	0.042540382
GRMZM2G115839	7.98E-06	yes	yes	yes	others	noCNV	0.010207842	0.010207842
GRMZM2G115841	0.234183852	no	no	no	NA	noCNV	0.225992989	0.225992989
GRMZM2G115855	0.055335424	no	no	no	NA	noCNV	0.531112367	0.531112367
GRMZM2G115859	0.709795535	no	no	no	NA	noCNV	NA	NA
GRMZM2G115875	0.714400073	no	no	no	NA	noCNV	0.249040924	0.249040924
GRMZM2G115895	0.968178742	no	no	no	NA	noCNV	NA	NA
GRMZM2G115901	0.961926437	no	no	no	NA	noCNV	0.068205579	0.068205579
GRMZM2G115905	0.257787772	no	no	no	NA	noCNV	0.722274039	0.722274039
GRMZM2G115914	0.961149133	no	no	no	NA	noCNV	0.460786333	0.460786333
GRMZM2G115921	0.150568699	no	no	no	NA	noCNV	0.109208989	0.109208989
GRMZM2G115925	0.015033503	no	no	no	DownOnDS	noCNV	0.023235637	0.023235637
GRMZM2G115939	0.17448467	no	no	no	NA	noCNV	0.303349911	0.303349911
GRMZM2G115957	0.774951997	no	no	no	NA	noCNV	0.461244873	0.461244873
GRMZM2G115960	0.06450225	no	no	no	NA	noCNV	0.014845189	0.014845189
GRMZM2G115975	1.92E-05	no	no	yes	UpOnDS	noCNV	0.050037688	0.050037688
GRMZM2G115981	0.14666164	no	no	no	NA	noCNV	0.002523001	0.002523001
GRMZM2G115998	0.136473519	no	no	no	NA	noCNV	0.225337816	0.225337816
GRMZM2G116004	0.948694429	no	no	no	NA	noCNV	0.001358202	0.001358202
GRMZM2G116010	0.745548687	no	no	no	NA	noCNV	0.237822671	0.081089978
GRMZM2G116029	0.017122794	no	no	yes	DownOnDS	noCNV	0.105190877	0.105190877
GRMZM2G116034	0.001385675	no	no	no	UpOnDS	noCNV	0.555117455	0.555117455
GRMZM2G116053	0.741380312	no	no	no	NA	noCNV	0.023327827	0.023327827
GRMZM2G116079	0.876402703	no	no	no	NA	noCNV	0.007211832	0.007211832
GRMZM2G116083	0.834645068	no	no	no	NA	noCNV	0.037562468	0.037562468
GRMZM2G116086	0.681939571	no	no	no	NA	noCNV	0.092456947	0.092456947
GRMZM2G116087	1.37E-11	no	yes	no	DownOnDS	noCNV	0.091196498	0.091196498
GRMZM2G116114	0.643034132	no	no	no	NA	noCNV	0.206466641	0.206466641
GRMZM2G116126	0.000329357	no	no	no	UpOnDS	noCNV	0.228667352	0.228667352
GRMZM2G116133	0.266444676	no	no	no	NA	UpCNV	0.413070494	0.413070494
GRMZM2G116135	0.727534394	no	no	no	NA	noCNV	0.098347375	0.098347375
GRMZM2G116140	0.859730542	no	no	no	NA	noCNV	0.034940172	0.034940172
GRMZM2G116151	0.92630915	no	no	no	NA	noCNV	0.081044587	0.081044587
GRMZM2G116167	5.21E-09	no	yes	no	DownOnDS	noCNV	0.137810804	0.137810804
GRMZM2G116185	0.687513811	no	no	no	NA	noCNV	0.781193345	0.781193345
GRMZM2G116190	0.87592184	no	no	no	NA	noCNV	0.084253843	0.084253843
GRMZM2G116196	0.160510495	no	no	no	NA	noCNV	0.012584344	0.012584344
GRMZM2G116204	0.959619724	no	no	no	NA	noCNV	0.232966718	0.232966718
GRMZM2G116238	0.262490251	no	no	no	NA	noCNV	0.013857565	0.013857565
GRMZM2G116243	0.021835131	no	no	no	UpOnDS	noCNV	0.296911152	0.296911152
GRMZM2G116258	0.09226432	no	no	no	NA	noCNV	0.11951353	0.11951353
GRMZM2G116273	1.70E-13	no	yes	yes	DownOnDS	DownCNV/PAV	0.006148548	0.006148548
GRMZM2G116282	0.462818753	no	no	no	NA	noCNV	0.46419839	0.46419839
GRMZM2G116292	0.324949582	no	no	no	NA	noCNV	0.143897152	0.143897152
GRMZM2G116314	0.960158376	no	no	no	NA	noCNV	0.045840938	0.045840938
GRMZM2G116327	0.004588547	no	no	no	DownOnDS	noCNV	0.369327608	0.369327608
GRMZM2G116360	0.000757675	no	no	no	DownOnDS	noCNV	0.000232937	0.000232937
GRMZM2G116376	0.104232371	no	no	no	NA	noCNV	0.043906254	0.043906254
GRMZM2G116426	0.099986545	no	no	no	NA	noCNV	0.107305665	0.107305665
GRMZM2G116427	0.653867988	no	no	no	NA	noCNV	0.105614466	0.105614466
GRMZM2G116434	0.640592427	no	no	no	NA	noCNV	0.061269648	0.061269648
GRMZM2G116461	0.045173388	no	no	no	DownOnDS	noCNV	NA	NA
GRMZM2G116475	0.848376972	no	no	no	NA	noCNV	0.002660134	0.002660134
GRMZM2G116491	0.310824317	no	no	no	NA	noCNV	0.843316754	0.843316754
GRMZM2G116506	0.303521927	no	no	no	NA	noCNV	NA	NA
GRMZM2G116514	0.589194954	no	no	no	NA	noCNV	0.034903401	0.034903401
GRMZM2G116517	0.291953228	no	no	no	NA	noCNV	0.328860738	0.328860738
GRMZM2G116520	0.764700046	no	no	no	NA	noCNV	0.574066076	0.574066076
GRMZM2G116526	0.009137559	no	no	no	UpOnDS	noCNV	0.518720351	0.518720351
GRMZM2G116538	0.599758713	no	no	no	NA	noCNV	0.07890988	0.07890988
GRMZM2G116542	0.762126365	no	no	no	NA	noCNV	0.147347621	0.147347621
GRMZM2G116554	0.129739476	no	no	no	NA	noCNV	0.002983512	0.002983512
GRMZM2G116557	0.00830106	no	no	no	UpOnDS	noCNV	0.005838092	0.005838092
GRMZM2G116563	0.36287058	no	no	no	NA	noCNV	0.200534194	0.200534194
GRMZM2G116574	0.056044538	no	no	no	NA	noCNV	0.353421255	0.353421255
GRMZM2G116584	0.492502246	no	no	no	NA	noCNV	0.036390926	0.036390926
GRMZM2G116586	0.612126634	no	no	no	NA	noCNV	0.42349751	0.42349751
GRMZM2G116592	0.362567729	no	no	no	NA	noCNV	0.301501938	0.301501938
GRMZM2G116614	1.22E-09	no	no	yes	others	noCNV	0.181308062	0.181308062
GRMZM2G116620	0.111007658	no	no	no	NA	noCNV	0.038557161	0.038557161
GRMZM2G116626	0.624903866	no	no	no	NA	noCNV	0.187209299	0.187209299
GRMZM2G116629	8.46E-05	no	yes	yes	others	noCNV	0.372099249	0.372099249
GRMZM2G116632	2.82E-05	no	no	no	DownOnDS	DownCNV/PAV	0.030345269	0.030345269
GRMZM2G116634	0.653955172	no	no	no	NA	noCNV	0.026843439	0.026843439
GRMZM2G116638	0.116561209	no	no	no	NA	noCNV	NA	NA
GRMZM2G116640	7.77E-05	no	yes	yes	others	DownCNV/PAV	0.299783733	0.153864357
GRMZM2G116646	0.061648563	no	no	no	NA	noCNV	0.131424854	0.009708851
GRMZM2G116658	0.094896053	no	no	no	NA	noCNV	0.003964992	0.003964992
GRMZM2G116670	0.043455285	no	yes	no	UpOnDS	noCNV	0.131465622	0.131465622
GRMZM2G116671	0.385296467	no	no	no	NA	noCNV	0.537060335	0.537060335
GRMZM2G116675	0.235064491	no	no	no	NA	noCNV	0.146358756	0.146358756
GRMZM2G116681	0.261039279	no	no	no	NA	noCNV	0.00576513	0.00576513
GRMZM2G116685	0.081198811	no	no	no	NA	noCNV	0.021389917	0.021389917
GRMZM2G116693	0.612394854	no	no	no	NA	noCNV	0.11472409	0.11472409
GRMZM2G116700	0.217130463	no	no	no	NA	noCNV	0.07195114	0.07195114
GRMZM2G116714	0.683629742	no	no	no	NA	noCNV	0.269983816	0.269983816
GRMZM2G116750	0.884333471	no	no	no	NA	noCNV	0.001730539	0.001730539
GRMZM2G116785	0.060464579	no	no	no	NA	noCNV	0.012879977	0.012879977
GRMZM2G116803	0.188974731	no	no	no	NA	noCNV	NA	NA
GRMZM2G116812	0.43122614	no	no	no	NA	noCNV	0.002819459	0.002819459
GRMZM2G116823	6.36E-06	no	no	yes	others	noCNV	NA	0.212384618
GRMZM2G116831	0.531167609	no	no	no	NA	noCNV	0.365773399	0.365773399
GRMZM2G116840	3.47E-09	no	no	no	DownOnDS	noCNV	0.43582404	0.43582404
GRMZM2G116846	5.09E-34	no	yes	yes	DownOnDS	noCNV	0.178664785	0.178664785
GRMZM2G116872	0.252797791	no	no	no	NA	noCNV	0.002597358	0.002597358
GRMZM2G116876	0.915991389	no	no	no	NA	noCNV	0.224712528	0.224712528
GRMZM2G116881	0.020182367	no	no	no	DownOnDS	noCNV	0.01476805	0.01476805
GRMZM2G116885	3.69E-07	no	no	no	UpOnDS	noCNV	0.132424281	0.132424281
GRMZM2G116902	0.002661486	no	no	yes	others	noCNV	NA	NA
GRMZM2G116908	0.988596447	no	no	no	NA	noCNV	0.157107989	0.157107989
GRMZM2G116919	0.610499373	no	no	no	NA	noCNV	0.089102387	0.089102387
GRMZM2G116952	0.274784505	no	no	no	NA	noCNV	0.1587543	0.1587543
GRMZM2G116966	3.75E-26	no	yes	yes	DownOnDS	noCNV	0.06500314	0.06500314
GRMZM2G116971	0.994529186	no	no	no	NA	noCNV	0.343115992	0.343115992
GRMZM2G116981	0.102318668	no	no	no	NA	noCNV	0.306126935	0.306126935
GRMZM2G117007	0.002926127	no	yes	yes	others	noCNV	0.059184321	0.03396754
GRMZM2G117012	0.840831193	no	no	no	NA	noCNV	0.207276897	0.207276897
GRMZM2G117016	3.79E-05	no	yes	no	others	noCNV	NA	NA
GRMZM2G117022	0.884761523	no	no	no	NA	noCNV	0.010459309	0.010459309
GRMZM2G117028	0.00580576	no	yes	no	DownOnDS	noCNV	0.299313968	0.299313968
GRMZM2G117030	0.287962726	no	no	no	NA	noCNV	0.103586252	0.103586252
GRMZM2G117057	7.35E-08	no	yes	no	UpOnDS	noCNV	0.329215509	0.329215509
GRMZM2G117060	0.473705479	no	no	no	NA	noCNV	0.510851082	0.510851082
GRMZM2G117064	0.006855185	no	no	no	DownOnDS	noCNV	0.15800603	0.15800603
GRMZM2G117100	0.034181314	no	no	no	DownOnDS	noCNV	0.2332275	0.2332275
GRMZM2G117108	0.915288023	no	no	no	NA	noCNV	0.050829641	0.050829641
GRMZM2G117153	0.490331575	no	no	no	NA	noCNV	0.204938549	0.204938549
GRMZM2G117164	5.69E-21	no	yes	yes	UpOnDS	noCNV	0.001148157	0.001148157
GRMZM2G117189	0.679877725	no	no	no	NA	noCNV	0.329499351	0.329499351
GRMZM2G117193	0.988368596	no	no	no	NA	noCNV	0.354264268	0.354264268
GRMZM2G117198	1.45E-09	no	no	no	UpOnDS	noCNV	0.121176024	0.121176024
GRMZM2G117207	0.112346717	no	no	no	NA	noCNV	0.04555155	0.04555155
GRMZM2G117217	0.002566492	no	no	no	others	noCNV	NA	NA
GRMZM2G117222	0.000168383	no	no	no	UpOnDS	noCNV	0.104212523	0.104212523
GRMZM2G117226	0.305486617	no	no	no	NA	noCNV	0.121109716	0.121109716
GRMZM2G117228	0.450828072	no	no	no	NA	noCNV	0.227206163	0.227206163
GRMZM2G117238	0.017895205	no	yes	no	DownOnDS	noCNV	0.27707503	0.177768524
GRMZM2G117240	0.165057719	no	no	no	NA	noCNV	0.118285767	0.118285767
GRMZM2G117244	0.917244693	no	no	no	NA	noCNV	0.03676365	0.03676365
GRMZM2G117246	0.01294556	no	no	no	others	noCNV	NA	NA
GRMZM2G117281	5.83E-06	yes	no	no	others	DownCNV/PAV	0.385735714	0.385735714
GRMZM2G117298	0.768202273	no	no	no	NA	noCNV	0.171450009	0.171450009
GRMZM2G117300	0.779439844	no	no	no	NA	noCNV	0.253392716	0.253392716
GRMZM2G117319	0.14130962	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G117321	0.519187926	no	no	no	NA	noCNV	NA	0.150171719
GRMZM2G117329	0.297240112	no	no	no	NA	noCNV	0.046982575	0.007427905
GRMZM2G117335	0.717029224	no	no	no	NA	noCNV	NA	NA
GRMZM2G117344	0.266176937	no	no	no	NA	noCNV	0.014953643	0.014953643
GRMZM2G117346	0.000761273	no	no	no	UpOnDS	noCNV	0.035368252	0.035368252
GRMZM2G117357	0.357036634	no	no	no	NA	noCNV	0.021837564	0.021837564
GRMZM2G117360	0.226771003	no	no	no	NA	noCNV	NA	0.545198159
GRMZM2G117365	2.69E-05	no	no	no	others	noCNV	0.523372842	0.523372842
GRMZM2G117369	0.691627887	no	no	no	NA	noCNV	0.006192002	0.006192002
GRMZM2G117378	0.005818175	no	no	no	others	noCNV	NA	0.535760047
GRMZM2G117388	0.896264395	no	no	no	NA	noCNV	0.421734148	0.421734148
GRMZM2G117392	0.047766969	no	no	no	DownOnDS	noCNV	0.809659618	0.110240838
GRMZM2G117401	1.72E-08	no	yes	no	DownOnDS	noCNV	0.186836329	0.186836329
GRMZM2G117405	9.32E-06	no	no	no	DownOnDS	noCNV	0.913612302	0.913612302
GRMZM2G117410	0.004050567	no	no	no	UpOnDS	noCNV	0.176851723	0.176851723
GRMZM2G117412	0.477833443	no	no	no	NA	noCNV	0.224963688	0.224963688
GRMZM2G117430	0.225602632	no	no	no	NA	noCNV	NA	NA
GRMZM2G117439	0.083434554	no	no	no	NA	noCNV	0.15795289	0.15795289
GRMZM2G117441	0.885753344	no	no	no	NA	noCNV	0.078905429	0.035368252
GRMZM2G117454	0.867139572	no	no	no	NA	noCNV	0.421867871	0.421867871
GRMZM2G117458	0.005310799	no	no	no	DownOnDS	noCNV	0.107041644	0.107041644
GRMZM2G117459	0.628460068	no	no	no	NA	noCNV	0.123992091	0.123992091
GRMZM2G117465	0.466110434	no	no	no	NA	noCNV	0.258097999	0.258097999
GRMZM2G117482	2.67E-05	no	no	no	UpOnDS	noCNV	NA	NA
GRMZM2G117497	1.17E-06	no	no	yes	DownOnDS	noCNV	0.402872354	0.402872354
GRMZM2G117507	2.38E-12	no	no	no	DownOnDS	noCNV	0.266468132	0.266468132
GRMZM2G117513	0.006960824	no	no	yes	others	noCNV	0.024106856	0.024106856
GRMZM2G117531	0.328079319	no	no	no	NA	noCNV	0.019664161	0.019664161
GRMZM2G117544	0.190957081	no	no	no	NA	noCNV	0.034631583	0.034631583
GRMZM2G117558	0.527159722	no	no	no	NA	DownCNV/PAV	0.091473349	0.091473349
GRMZM2G117572	0.621175566	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G117574	0.91898685	no	no	no	NA	noCNV	0.144806336	0.144806336
GRMZM2G117582	0.04227614	no	no	no	DownOnDS	noCNV	0.078483607	0.078483607
GRMZM2G117603	0.626436763	no	no	no	NA	noCNV	NA	NA
GRMZM2G117608	0.046493554	no	no	no	others	noCNV	0.977028215	0.977028215
GRMZM2G117609	0.150343403	no	no	no	NA	noCNV	0.282787596	0.282787596
GRMZM2G117612	0.350585132	no	no	no	NA	noCNV	0.697976053	0.697976053
GRMZM2G117614	0.031089619	no	no	no	UpOnDS	noCNV	0.247871406	0.247871406
GRMZM2G117615	0.841058785	no	no	no	NA	noCNV	0.088410264	0.088410264
GRMZM2G117619	0.040082391	no	no	no	UpOnDS	noCNV	0.100601432	0.100601432
GRMZM2G117633	9.98E-10	no	no	yes	UpOnDS	noCNV	0.177782857	0.048988136
GRMZM2G117642	0.00246998	no	no	no	DownOnDS	noCNV	0.112391179	0.112391179
GRMZM2G117680	0.685647874	no	no	no	NA	noCNV	0.196823593	0.196823593
GRMZM2G117685	0.965666281	no	no	no	NA	noCNV	0.751283844	0.751283844
GRMZM2G117700	0.159044708	no	no	no	NA	noCNV	NA	NA
GRMZM2G117706	0.001566747	no	yes	no	others	noCNV	NA	NA
GRMZM2G117707	0.006855185	no	no	no	DownOnDS	noCNV	0.001432506	0.001432506
GRMZM2G117742	0.360070562	no	no	no	NA	noCNV	0.0000328	0.0000328
GRMZM2G117746	0.433024702	no	no	no	NA	noCNV	0.030686264	0.030686264
GRMZM2G117754	2.90E-05	no	no	yes	DownOnDS	noCNV	0.470254299	0.470254299
GRMZM2G117755	0.001833699	no	no	no	DownOnDS	noCNV	0.092935247	0.092935247
GRMZM2G117763	0.486983108	no	no	no	NA	noCNV	0.03008749	0.03008749
GRMZM2G117771	0.959953219	no	no	no	NA	noCNV	0.067689366	0.067689366
GRMZM2G117776	0.647823433	no	no	no	NA	noCNV	0.027372863	0.027372863
GRMZM2G117779	0.903144112	no	no	no	NA	noCNV	0.242069684	0.030686264
GRMZM2G117786	0.716910982	no	no	no	NA	noCNV	0.086987374	0.086987374
GRMZM2G117796	0.421232139	no	no	no	NA	noCNV	0.214288931	0.214288931
GRMZM2G117804	0.213291117	no	no	no	NA	noCNV	0.002459505	0.002459505
GRMZM2G117811	0.002167708	no	no	no	DownOnDS	noCNV	0.400898431	0.086987374
GRMZM2G117823	0.595801174	no	no	no	NA	noCNV	NA	NA
GRMZM2G117836	0.266296069	no	no	no	NA	noCNV	0.118217781	0.118217781
GRMZM2G117851	0.018183828	no	no	no	others	noCNV	0.068750115	0.068750115
GRMZM2G117854	0.712179761	no	no	no	NA	noCNV	0.372882162	0.372882162
GRMZM2G117855	0.406399254	no	no	no	NA	noCNV	0.183350705	0.183350705
GRMZM2G117865	0.934371872	no	no	no	NA	noCNV	0.082457001	0.082457001
GRMZM2G117870	0.063590438	no	no	no	NA	noCNV	0.014095387	0.014095387
GRMZM2G117878	0.101949135	no	no	no	NA	noCNV	NA	NA
GRMZM2G117900	0.587205635	no	no	no	NA	noCNV	0.550485328	0.550485328
GRMZM2G117930	0.623249763	no	no	no	NA	noCNV	NA	0.597045857
GRMZM2G117935	0.500444484	no	no	no	NA	noCNV	0.046312009	0.046312009
GRMZM2G117942	0.07121764	no	no	no	NA	noCNV	0.036331407	0.036331407
GRMZM2G117956	0.043409479	no	no	no	DownOnDS	noCNV	0.009515503	0.009515503
GRMZM2G117961	0.171135032	no	no	no	NA	noCNV	0.188098015	0.188098015
GRMZM2G117963	0.016049028	no	no	no	DownOnDS	noCNV	0.520191196	0.520191196
GRMZM2G117968	0.014707047	no	no	yes	DownOnDS	noCNV	0.039092262	0.039092262
GRMZM2G117971	0.016578172	no	yes	no	others	noCNV	0.005301839	0.005301839
GRMZM2G117984	0.773675405	no	no	no	NA	noCNV	0.126390864	0.126390864
GRMZM2G117989	0.056657434	no	no	no	NA	noCNV	0.410997773	0.410997773
GRMZM2G117993	0.005155073	no	yes	no	others	noCNV	0.132011656	0.132011656
GRMZM2G117999	0.000269813	no	yes	no	DownOnDS	noCNV	0.14920155	0.14920155
GRMZM2G118003	1.23E-06	no	yes	no	DownOnDS	noCNV	0.049126033	0.049126033
GRMZM2G118005	0.158141482	no	no	no	NA	noCNV	0.301049835	0.301049835
GRMZM2G118014	0.414532274	no	no	no	NA	noCNV	0.301049835	0.301049835
GRMZM2G118019	0.005916137	no	no	no	others	noCNV	0.019568005	0.019568005
GRMZM2G118022	0.073233739	no	no	no	NA	noCNV	0.133575367	0.133575367
GRMZM2G118037	0.018785126	no	yes	no	others	noCNV	0.071887111	0.071887111
GRMZM2G118047	0.000295247	no	yes	yes	UpOnDS	noCNV	0.262076509	0.262076509
GRMZM2G118062	0.007644637	no	yes	no	UpOnDS	noCNV	0.280443508	0.280443508
GRMZM2G118063	8.06E-05	no	no	no	DownOnDS	noCNV	0.068092773	0.068092773
GRMZM2G118082	0.47710611	no	no	no	NA	noCNV	0.110356845	0.110356845
GRMZM2G118098	0.398072307	no	no	no	NA	noCNV	0.274583115	0.274583115
GRMZM2G118104	0.111735422	no	no	no	NA	noCNV	0.11811136	0.11811136
GRMZM2G118109	0.038098538	no	no	no	UpOnDS	noCNV	NA	NA
GRMZM2G118172	0.00010507	yes	yes	yes	others	noCNV	0.068916175	0.068916175
GRMZM2G118173	0.969807815	no	no	no	NA	noCNV	NA	NA
GRMZM2G118208	0.721751856	no	no	no	NA	noCNV	0.109859575	0.109859575
GRMZM2G118214	0.057596207	no	no	no	NA	noCNV	0.033384685	0.033384685
GRMZM2G118241	0.000504821	no	no	yes	DownOnDS	noCNV	0.340519913	0.340519913
GRMZM2G118243	0.000147626	no	no	no	DownOnDS	noCNV	0.004850732	0.004850732
GRMZM2G118250	0.000379075	no	no	no	DownOnDS	noCNV	0.057304204	0.057304204
GRMZM2G118265	0.140779059	no	no	no	NA	noCNV	0.157459288	0.157459288
GRMZM2G118286	0.959405721	no	no	no	NA	noCNV	0.026229707	0.023223672
GRMZM2G118303	0.321402281	no	no	no	NA	noCNV	0.746958718	0.746958718
GRMZM2G118309	0.019081007	no	no	no	DownOnDS	noCNV	0.218704301	0.218704301
GRMZM2G118312	0.13810747	no	no	no	NA	noCNV	0.119655679	0.119655679
GRMZM2G118316	0.005947547	no	no	no	UpOnDS	noCNV	0.023223672	0.023223672
GRMZM2G118344	0.006223279	no	no	no	UpOnDS	noCNV	0.050627956	0.050627956
GRMZM2G118345	9.66E-05	no	no	no	DownOnDS	noCNV	0.09293962	0.09293962
GRMZM2G118355	0.217028307	no	no	no	NA	noCNV	0.008428824	0.008428824
GRMZM2G118362	0.600935856	no	no	no	NA	noCNV	0.05320715	0.05320715
GRMZM2G118363	0.841535958	no	no	no	NA	noCNV	0.057446113	0.057446113
GRMZM2G118366	0.106524574	no	no	no	NA	noCNV	0.10253935	0.10253935
GRMZM2G118369	0.96444394	no	no	no	NA	noCNV	0.677451442	0.677451442
GRMZM2G118378	0.001774308	no	no	no	others	noCNV	0.004892957	0.004892957
GRMZM2G118385	0.326885014	no	no	no	NA	noCNV	0.218415796	0.218415796
GRMZM2G118403	0.003144728	no	no	no	DownOnDS	noCNV	0.000315442	0.000315442
GRMZM2G118409	0.241245044	no	no	no	NA	noCNV	0.021839147	0.021839147
GRMZM2G118433	0.119843752	no	no	no	NA	noCNV	0.469455005	0.469455005
GRMZM2G118441	0.885832137	no	no	no	NA	noCNV	0.029911461	0.029911461
GRMZM2G118453	0.199777293	no	no	no	NA	noCNV	0.099372251	0.099372251
GRMZM2G118462	0.156890057	no	no	no	NA	noCNV	0.046452871	0.046452871
GRMZM2G118467	0.505460031	no	no	no	NA	noCNV	0.380845529	0.380845529
GRMZM2G118485	0.967160434	no	no	no	NA	noCNV	0.007712893	0.007712893
GRMZM2G118490	0.000503798	no	no	no	DownOnDS	noCNV	0.937461427	0.432140485
GRMZM2G118497	0.31835381	no	no	no	NA	noCNV	0.018615647	0.018615647
GRMZM2G118507	0.022746059	no	no	no	others	noCNV	NA	NA
GRMZM2G118515	0.996001807	no	no	no	NA	noCNV	0.229885967	0.229885967
GRMZM2G118579	0.003002609	no	yes	no	DownOnDS	noCNV	0.478932169	0.084851409
GRMZM2G118587	0.805861684	no	no	no	NA	noCNV	0.795690236	0.795690236
GRMZM2G118597	0.265114551	no	no	no	NA	noCNV	0.023297008	0.023297008
GRMZM2G118610	0.000574032	no	no	yes	others	noCNV	0.035387331	0.035387331
GRMZM2G118628	0.27885253	no	no	no	NA	noCNV	0.14632659	0.14632659
GRMZM2G118636	0.966474103	no	no	no	NA	noCNV	0.061072141	0.061072141
GRMZM2G118637	0.571910119	no	no	no	NA	noCNV	0.019518312	0.019518312
GRMZM2G118641	0.64939059	no	no	no	NA	noCNV	0.26704033	0.26704033
GRMZM2G118644	0.667991177	no	no	no	NA	DownCNV/PAV	0.113039954	0.113039954
GRMZM2G118646	0.598642623	no	no	no	NA	noCNV	0.244583149	0.244583149
GRMZM2G118690	0.532149227	no	no	no	NA	noCNV	0.009048291	0.009048291
GRMZM2G118693	0.392334216	no	no	no	NA	noCNV	0.157020375	0.0407118
GRMZM2G118697	0.734994765	no	no	no	NA	noCNV	0.308236954	0.308236954
GRMZM2G118714	0.00036967	no	no	no	DownOnDS	noCNV	0.073644686	0.073644686
GRMZM2G118731	0.272574547	no	no	no	NA	noCNV	0.072481522	0.072481522
GRMZM2G118737	0.012292963	no	no	no	DownOnDS	noCNV	0.00069876	0.00069876
