GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G087192	grmzm2g087192_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.000480287	732	912.5	896.5	732.5	2018	1147.5	1589.5	1235	420	1209.5	672.5	1003.5	1188.5	1341	3039	2175.5	3107.5	3104.5	0.122309381	-0.137144153	-0.406766415	-0.872408573	-0.5906705	-0.922852863	-0.967181375	-1.32984989
GRMZM2G148281	grmzm2g148281_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.057976281	1124	1381	1310	937.5	990	1033	781	681.5	593	800.5	1317.5	1214.5	1047	919	1324.5	1117	1163.5	1097	-0.229160926	0.18535083	0.323305369	0.028753829	-0.419947413	-0.112788932	-0.575076757	-0.686777964
GRMZM2G068947	grmzm2g068947_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.618821347	656.5	1009.5	908	652	468.5	586.5	341.5	280	233	599.5	869.5	991	896	796	453.5	484	349	387	-0.405391016	0.026683948	0.019193565	-0.287896466	0.046946497	0.277124061	-0.031341458	-0.466906739
GRMZM2G082087	grmzm2g082087_t01	17.7.1.5	hormone metabolism.jasmonate.synthesis-degradation.12-Oxo-PDA-reductase	JA	0.440872541	471	639.5	575	560.5	721.5	893.5	632	786	929.5	511.5	486	484.5	548.5	582	600	620.5	725.5	614	-0.045229254	0.400447693	0.068070335	-0.05430478	0.266036894	0.526036519	-0.199051056	0.356290657
GRMZM2G506062	grmzm2g506062_t01	17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	JA	0.374956141	380.5	330	387	338	450.5	514	430.5	515	617.5	407	410	386	393.5	388	430	411	436	506	-0.107727456	-0.226134823	-0.024030069	-0.199033406	0.067190446	0.322629966	-0.018314897	0.025435047
GRMZM2G008649	grmzm2g008649_t01	17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	JA	0.01182761	712	651.5	601.5	628	688	778	690.5	748	1077	669.5	740	638.5	682	791.5	637	598	655.5	653.5	-0.05564803	0.029078559	-0.181207002	-0.333824791	0.111115192	0.379624671	0.075045634	0.194851034
GRMZM2G092160	grmzm2g092160_t02	17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated	JA	0.00000903	1264	1239.5	1282	1370	1553.5	1595.5	1540.5	1979	2277.5	1316.5	1349	1188	1351.5	1452.5	1292	1299	1283	1362.5	-0.093893885	0.061223435	-0.07616525	-0.08436227	0.265916171	0.296607178	0.263877512	0.538515382
GRMZM2G050307	grmzm2g050307_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	1.56E-08	287	441.5	207.5	210.5	133.5	88	115	3	2	124.5	281.5	390.5	220.5	140	139.5	379	222	351	0.027915815	0.17709089	-0.087667319	0.588393406	-0.06342538	-2.10662242	-0.948925815	-6.87036472
GRMZM2G116966	grmzm2g116966_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	3.75E-26	765.5	826	1025.5	802.5	775	384	198.5	34.5	8.5	852	836	1179	1166.5	1136	2347.5	1819	1338.5	1671	-0.127100565	-0.513350032	-0.185858816	-0.501389537	-1.598856942	-2.243967327	-2.753406226	-5.597971561
GRMZM2G039993	grmzm2g039993_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.00000167	45	149.5	76.5	36.5	101.5	23.5	52.5	30	7.5	39.5	30.5	100.5	144.5	89	479.5	101	244	361.5	0.561115759	0.572949983	-0.91753784	-1.285908872	-2.240051088	-2.103622631	-2.21649182	-3.590961241
GRMZM2G136857	grmzm2g136857_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.016937965	363	1074	1414	1058.5	553.5	402.5	227.5	173	282.5	810	389.5	1024	1133	1220.5	750	718	383	547.5	-0.10165378	0.068778278	0.319634259	-0.205451026	-0.438307279	-0.834995061	-0.751477847	-1.662086927
GRMZM2G010731	grmzm2g010731_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.315217235	17.5	29.5	20.5	34.5	57	26.5	15	21.5	7	10	13.5	60.5	77.5	74.5	45	30	82.5	45.5	0.374395515	-1.036220188	-1.918572401	-1.110644064	0.341036918	-0.178970141	-2.459431619	-1.081529885
GRMZM2G063438	grmzm2g063438_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.049250726	687.5	872.5	1402.5	1359.5	1317	1181	1098.5	653	266.5	790	524	775	1482.5	1287	1789	1224	1097	1269.5	0.391792902	0.170958821	-0.080031334	0.079064098	-0.441898042	-0.051594593	0.001971344	-0.959105498
GRMZM2G126772	grmzm2g126772_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.346301034	186	272.5	111.5	134	153.5	134.5	125.5	54.5	120.5	178.5	98	251	349	266	123	66	164.5	85	0.924448967	0.118568866	-1.646183326	-0.989193245	0.31958034	1.027068243	-0.39040022	-0.641206611
GRMZM2G327263	grmzm2g327263_t02	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.890395216	54.5	42	36	48.5	45.5	35	32	25	16.5	38	47.5	37	45	55.5	46.5	31.5	34.5	35.5	0.198328716	0.182864057	-0.321928095	-0.194503024	-0.031364171	0.152003093	-0.108524457	-0.50589093
AC206764.4_FG001	ac206764.4_fgt001	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.981866494	7.5	9.5	11.5	13	6.5	9	7.5	8	4	9.5	14.5	10.5	11	12.5	9	8	7.5	7.5	-0.9510904	-0.144389909	0.064130337	0.056583528	-0.469485283	0.169925001	0	0.093109404
GRMZM2G016382	grmzm2g016382_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.922325483	169	200	215	249.5	237	213.5	208.5	245	227.5	210.5	135.5	184.5	186	177.5	175	157.5	155	172	0.318730395	0.116379184	0.209034038	0.491220791	0.437532137	0.438884241	0.427779168	0.510373184
AC199541.4_FG001	ac199541.4_fgt001	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.095854417	596	554	490	434.5	592	660.5	664	627.5	767	252.5	520	370.5	650	426	404	348.5	419	404.5	0.196800707	0.580412434	-0.407657969	0.028502747	0.551241883	0.922399905	0.664232998	0.633475756
GRMZM2G303419	grmzm2g303419_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.708048366	18	17	6	16.5	11	14.5	40	19	23	53.5	10.5	11.5	9	9	11	16	10	12	0.777607579	0.563900885	-0.584962501	0.874469118	0	-0.142019005	2	0.662965013
GRMZM2G169280	grmzm2g169280_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.386597461	62.5	60	58.5	67.5	75.5	68.5	93	76	127	61.5	48	67.5	53	56	44.5	45.5	42.5	46.5	0.380821784	-0.169925001	0.142444265	0.269460675	0.762671308	0.590237443	1.129767875	0.708768702
AC199541.4_FG004	ac199541.4_fgt004	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.269231887	47	42.5	34.5	36.5	50	64	49	51	44	16	37.5	30	31.5	29.5	22.5	21.5	20.5	27.5	0.325770161	0.502500341	0.131244533	0.30718151	1.152003093	1.573735245	1.257157839	0.891065628
GRMZM2G168679	grmzm2g168679_t01	17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	SA	0.070300049	36	29.5	40	47.5	32.5	31.5	46	71	72.5	31.5	37	31	31	40.5	19.5	32.5	20.5	28	-0.039528364	-0.071553261	0.367731785	0.230005605	0.736965594	-0.04508789	1.166009951	1.342392197
