GeneID	Chromosome	Chromosome start	Type of variation	cor
GRMZM2G701807	chr5	129033212	UpCNV	
AC207394.3_FG004	chr5	131821062	DownCNV/PAV	
GRMZM2G159739	chr5	131996649	DownCNV/PAV	0.516273786
GRMZM2G384250	chr5	132127885	DownCNV/PAV	0.449058016
GRMZM2G464676	chr5	133914524	DownCNV/PAV	0.84241724
GRMZM2G013630	chr5	135574599	DownCNV/PAV	
GRMZM2G359799	chr5	137675056	UpCNV	0.857123322
GRMZM2G344453	chr5	137855651	DownCNV/PAV	0.836021761
GRMZM2G120408	chr5	138500019	DownCNV/PAV	0.918845068
GRMZM2G060253	chr5	139366674	DownCNV/PAV	0.907552308
GRMZM2G432266	chr5	139690311	DownCNV/PAV	0.757770977
GRMZM2G133870	chr5	139911076	DownCNV/PAV	0.609620981
GRMZM2G133862	chr5	139932847	DownCNV/PAV	0.582886181
GRMZM2G419455	chr5	141277586	DownCNV/PAV	0.817091708
GRMZM2G105501	chr5	141871780	DownCNV/PAV	0.566455342
AC211190.4_FG004	chr5	143788515	DownCNV/PAV	0.609938692
GRMZM2G407406	chr5	144273881	DownCNV/PAV	0.509706808
GRMZM2G405575	chr5	144765194	DownCNV/PAV	0.620028336
GRMZM2G405573	chr5	144769384	DownCNV/PAV	
GRMZM2G014444	chr5	146140534	DownCNV/PAV	0.897974001
GRMZM2G067984	chr5	147141260	DownCNV/PAV	0.775046904
AC208411.3_FG013	chr5	147160557	DownCNV/PAV	0.754715499
GRMZM2G111028	chr5	147985987	DownCNV/PAV	0.786982853
GRMZM2G349103	chr5	150343702	DownCNV/PAV	0.795930546
GRMZM2G476294	chr5	151203898	DownCNV/PAV	0.693253968
GRMZM2G453575	chr5	152094039	DownCNV/PAV	0.85448726
GRMZM2G367170	chr5	153427594	DownCNV/PAV	
AC202567.4_FG004	chr5	154393565	DownCNV/PAV	0.68087823
GRMZM2G015132	chr5	154885359	DownCNV/PAV	0.930171727
GRMZM2G027875	chr5	155306154	DownCNV/PAV	0.916211343
AC190526.3_FG004	chr5	155552132	DownCNV/PAV	0.378712849
GRMZM2G412335	chr5	157570931	DownCNV/PAV	0.576585065
GRMZM2G043387	chr5	157649133	DownCNV/PAV	0.895885989
GRMZM2G341771	chr5	157650551	DownCNV/PAV	
GRMZM2G341770	chr5	157651446	DownCNV/PAV	
GRMZM2G160325	chr5	158166540	DownCNV/PAV	0.856772008
GRMZM2G701926	chr5	158542171	DownCNV/PAV	
GRMZM2G052402	chr5	159770170	UpCNV	0.776373843
GRMZM2G377600	chr5	160101222	DownCNV/PAV	0.902154391
GRMZM2G430526	chr5	162023056	UpCNV	0.816560539
GRMZM2G165013	chr5	162518809	UpCNV	
GRMZM2G043279	chr5	162568581	DownCNV/PAV	0.90998203
GRMZM2G015328	chr5	163311912	DownCNV/PAV	0.820016965
GRMZM2G015333	chr5	163316940	DownCNV/PAV	0.884887436
GRMZM2G124026	chr5	163353651	DownCNV/PAV	0.785555935
GRMZM2G701954	chr5	163397557	DownCNV/PAV	0.488857821
GRMZM2G386811	chr5	163400097	DownCNV/PAV	0.694674796
GRMZM2G312274	chr5	163821453	DownCNV/PAV	0.871195349
GRMZM2G701964	chr5	164707496	DownCNV/PAV	
GRMZM2G005311	chr5	165894181	DownCNV/PAV	
GRMZM2G170742	chr5	165987482	DownCNV/PAV	0.907283305
GRMZM2G477146	chr5	166331672	DownCNV/PAV	0.934390895
GRMZM2G701972	chr5	166504658	DownCNV/PAV	0.85352014
GRMZM2G701973	chr5	166504990	DownCNV/PAV	
GRMZM2G368799	chr5	166643755	DownCNV/PAV	0.907436642
GRMZM2G044788	chr5	166748390	DownCNV/PAV	0.90638947
GRMZM2G099427	chr5	166870282	DownCNV/PAV	0.918319372
GRMZM2G320259	chr5	167010156	DownCNV/PAV	0.842629059
GRMZM2G074017	chr5	168642409	DownCNV/PAV	0.810903341
GRMZM2G017991	chr5	169326745	DownCNV/PAV	0.88627318
GRMZM2G387624	chr5	169502532	DownCNV/PAV	0.885215664
GRMZM2G451254	chr5	169665522	DownCNV/PAV	0.866354534
GRMZM2G303964	chr5	169852436	DownCNV/PAV	0.867843273
GRMZM2G389175	chr5	170358064	DownCNV/PAV	0.635856548
GRMZM2G057841	chr5	170421013	DownCNV/PAV	0.828556237
GRMZM2G370741	chr5	171882131	UpCNV	0.776227468
GRMZM2G087169	chr5	173470315	DownCNV/PAV	0.910774727
GRMZM2G421231	chr5	173873201	DownCNV/PAV	0.916795241
GRMZM2G401680	chr5	173912907	DownCNV/PAV	
AC212449.4_FG006	chr5	174023355	DownCNV/PAV	0.790217232
GRMZM2G702038	chr5	174080552	DownCNV/PAV	0.775184068
AC212449.4_FG002	chr5	174094184	DownCNV/PAV	0.802475018
AC212449.4_FG001	chr5	174104790	DownCNV/PAV	0.806310212
AC212449.4_FG004	chr5	174120572	DownCNV/PAV	
GRMZM2G069729	chr5	174466835	DownCNV/PAV	
GRMZM2G049798	chr5	174817140	DownCNV/PAV	0.886607246
GRMZM2G124577	chr5	174908544	DownCNV/PAV	0.617457067
GRMZM2G056505	chr5	175577366	DownCNV/PAV	0.920741953
GRMZM2G138365	chr5	175750844	DownCNV/PAV	0.727665474
GRMZM2G457262	chr5	176004831	DownCNV/PAV	
GRMZM2G129929	chr5	176099337	DownCNV/PAV	0.860943842
GRMZM2G325683	chr5	176103707	DownCNV/PAV	0.873852843
AC210598.3_FG003	chr5	176467400	DownCNV/PAV	0.525436158
GRMZM2G459166	chr5	176900683	DownCNV/PAV	0.921828
GRMZM2G086246	chr5	176971705	DownCNV/PAV	0.531387213
GRMZM2G443180	chr5	177571126	DownCNV/PAV	0.853130724
GRMZM2G083855	chr5	177687474	DownCNV/PAV	0.846759131
GRMZM2G088736	chr5	177824924	DownCNV/PAV	0.628593495
GRMZM2G702064	chr5	178051955	DownCNV/PAV	0.578321202
GRMZM2G051192	chr5	178176058	DownCNV/PAV	
GRMZM2G051172	chr5	178183383	DownCNV/PAV	
GRMZM2G101605	chr5	178953734	DownCNV/PAV	0.804268876
GRMZM2G069670	chr5	179365342	DownCNV/PAV	0.738184364
GRMZM2G479668	chr5	179956995	DownCNV/PAV	0.830799642
GRMZM2G031496	chr5	180612188	DownCNV/PAV	0.919513373
GRMZM2G024550	chr5	181113785	DownCNV/PAV	0.905358785
GRMZM2G095299	chr5	181652085	DownCNV/PAV	0.892260564
GRMZM2G702086	chr5	181710669	DownCNV/PAV	
GRMZM2G702088	chr5	181773825	DownCNV/PAV	
GRMZM2G300816	chr5	181803758	DownCNV/PAV	0.725801894
GRMZM2G081955	chr5	182699596	DownCNV/PAV	0.905149585
GRMZM2G702105	chr5	182734930	DownCNV/PAV	0.802976206
AC204476.3_FG004	chr5	185715336	DownCNV/PAV	0.738159566
GRMZM2G379835	chr5	186291101	DownCNV/PAV	0.603362939
GRMZM2G153488	chr5	186314986	DownCNV/PAV	0.876559119
GRMZM2G456268	chr5	186364295	DownCNV/PAV	0.743504257
GRMZM2G398809	chr5	186546034	DownCNV/PAV	0.733723257
GRMZM2G153725	chr5	186639790	UpCNV	0.927075442
GRMZM2G169962	chr5	188142338	DownCNV/PAV	0.744334724
GRMZM2G702126	chr5	188619240	Both	0.555701131
GRMZM2G702129	chr5	189402999	Both	
GRMZM2G169580	chr5	189579282	DownCNV/PAV	0.902269062
GRMZM2G135385	chr5	189901505	DownCNV/PAV	0.862967802
GRMZM2G094768	chr5	190616199	DownCNV/PAV	0.891518092
GRMZM2G158059	chr5	191482726	DownCNV/PAV	
GRMZM2G329532	chr5	191904706	DownCNV/PAV	0.864178014
GRMZM2G398781	chr5	192038269	DownCNV/PAV	0.519251613
GRMZM2G465957	chr5	193041777	DownCNV/PAV	0.55627826
GRMZM2G311029	chr5	193728203	DownCNV/PAV	
GRMZM2G300874	chr5	194223565	UpCNV	
GRMZM2G702152	chr5	194456120	DownCNV/PAV	0.79036169
GRMZM2G336087	chr5	194726181	DownCNV/PAV	0.781142105
GRMZM2G068763	chr5	196209606	DownCNV/PAV	0.797306498
GRMZM2G144630	chr5	196466018	DownCNV/PAV	0.312951075
GRMZM2G702166	chr5	196851042	DownCNV/PAV	0.444600243
GRMZM2G169024	chr5	197454862	DownCNV/PAV	
GRMZM2G060834	chr5	198442042	DownCNV/PAV	0.835803205
GRMZM2G405272	chr5	198658491	DownCNV/PAV	0.804413584
GRMZM2G144856	chr5	199195660	UpCNV	
GRMZM2G702180	chr5	200342976	DownCNV/PAV	
GRMZM2G702182	chr5	200360992	DownCNV/PAV	
GRMZM2G037595	chr5	200836896	DownCNV/PAV	0.40322535
GRMZM2G341957	chr5	201276366	DownCNV/PAV	0.744443267
GRMZM2G161794	chr5	202284443	DownCNV/PAV	0.652017671
GRMZM2G382345	chr5	202784071	DownCNV/PAV	0.841286935
GRMZM2G128992	chr5	202842742	DownCNV/PAV	0.593081924
AC203006.3_FG005	chr5	203200416	DownCNV/PAV	0.892459406
GRMZM2G161641	chr5	203206919	DownCNV/PAV	0.895963979
GRMZM2G075196	chr5	203298646	DownCNV/PAV	
GRMZM2G342583	chr5	203456719	UpCNV	0.639564833
GRMZM2G349697	chr5	203508565	DownCNV/PAV	
GRMZM2G702202	chr5	203536587	DownCNV/PAV	
GRMZM2G175875	chr5	203743935	DownCNV/PAV	0.676061486
AC195458.3_FG001	chr5	204404255	DownCNV/PAV	
AC186011.3_FG010	chr5	204688321	DownCNV/PAV	
GRMZM2G331485	chr5	204960570	UpCNV	
GRMZM2G083578	chr5	205030407	DownCNV/PAV	
GRMZM2G351878	chr5	205500511	DownCNV/PAV	
GRMZM2G099854	chr5	206288182	DownCNV/PAV	0.796153061
GRMZM2G065522	chr5	206861760	DownCNV/PAV	
GRMZM2G158746	chr5	206903167	DownCNV/PAV	
GRMZM2G055204	chr5	207091839	DownCNV/PAV	0.884284274
GRMZM2G339943	chr5	207144403	DownCNV/PAV	0.833248528
AC191410.4_FG004	chr5	207290532	DownCNV/PAV	0.554666106
GRMZM2G062142	chr5	207385298	DownCNV/PAV	0.399759449
GRMZM2G160211	chr5	207464026	DownCNV/PAV	0.739929158
GRMZM2G076951	chr5	208609777	DownCNV/PAV	0.248820276
AC210721.4_FG014	chr5	208928424	DownCNV/PAV	
GRMZM2G427564	chr5	209138105	UpCNV	
GRMZM2G427444	chr5	209141208	UpCNV	0.010463778
GRMZM2G427531	chr5	209153863	UpCNV	
GRMZM2G427404	chr5	209168356	UpCNV	
GRMZM2G427369	chr5	209169489	UpCNV	
GRMZM2G517421	chr5	209171368	Both	
GRMZM2G394732	chr5	209191173	UpCNV	0.856347377
GRMZM2G055151	chr5	209198452	UpCNV	0.649923862
GRMZM2G055567	chr5	209203785	UpCNV	0.869063698
GRMZM2G069298	chr5	209303371	DownCNV/PAV	0.68481225
GRMZM2G152801	chr5	209350249	DownCNV/PAV	0.881564145
GRMZM2G130555	chr5	209438495	UpCNV	0.889801117
GRMZM2G414621	chr5	209499713	DownCNV/PAV	0.922972974
GRMZM2G149452	chr5	209607459	DownCNV/PAV	0.902353904
GRMZM2G154301	chr5	209670018	DownCNV/PAV	0.898941344
GRMZM2G154332	chr5	209673792	DownCNV/PAV	0.724185566
GRMZM2G383673	chr5	209884922	UpCNV	0.758851122
GRMZM2G403454	chr5	209924475	DownCNV/PAV	0.823533536
GRMZM2G084086	chr5	209948560	DownCNV/PAV	0.885091135
GRMZM2G084116	chr5	209960456	DownCNV/PAV	0.730490544
GRMZM2G046288	chr5	210084233	DownCNV/PAV	0.924988117
GRMZM2G702256	chr5	210144497	DownCNV/PAV	
GRMZM2G048993	chr5	210952725	DownCNV/PAV	
GRMZM2G039864	chr5	211317470	DownCNV/PAV	0.853555137
GRMZM2G124377	chr5	211366337	DownCNV/PAV	0.927379187
AC190643.4_FG011	chr5	211411669	DownCNV/PAV	0.703732536
GRMZM2G011626	chr5	211667918	DownCNV/PAV	0.895559652
GRMZM2G118359	chr5	211815009	DownCNV/PAV	
GRMZM2G008367	chr5	211855000	DownCNV/PAV	0.841447526
GRMZM2G083788	chr5	212070301	DownCNV/PAV	0.905584402
GRMZM2G119782	chr5	212538241	DownCNV/PAV	0.857212695
GRMZM2G031257	chr5	212761554	DownCNV/PAV	0.828066646
GRMZM2G481049	chr5	213293323	DownCNV/PAV	
AC202076.3_FG009	chr5	213296967	DownCNV/PAV	0.773491945
GRMZM2G030465	chr5	213611070	DownCNV/PAV	0.890633124
GRMZM2G174658	chr5	213866093	DownCNV/PAV	0.563566763
GRMZM2G178074	chr5	213903739	DownCNV/PAV	0.876128229
GRMZM2G080247	chr5	213946502	DownCNV/PAV	0.897149254
GRMZM2G354253	chr5	214259649	DownCNV/PAV	0.875061507
GRMZM2G702305	chr5	215379979	DownCNV/PAV	
AC209463.4_FG013	chr5	215568072	UpCNV	0.561152034
GRMZM2G466345	chr5	216829335	UpCNV	0.737746286
GRMZM2G376959	chr6	514970	DownCNV/PAV	0.728532961
GRMZM2G003669	chr6	702419	DownCNV/PAV	0.900020701
GRMZM2G122337	chr6	1337101	DownCNV/PAV	0.862159239
AC233871.1_FG012	chr6	1867775	UpCNV	
AC196268.3_FG003	chr6	1987957	DownCNV/PAV	
GRMZM2G313321	chr6	2047764	UpCNV	0.749897928
GRMZM2G313184	chr6	3289457	DownCNV/PAV	0.894413202
GRMZM2G337905	chr6	3441635	DownCNV/PAV	0.718276768
GRMZM2G175995	chr6	3978991	DownCNV/PAV	0.786757359
GRMZM2G476040	chr6	3991622	DownCNV/PAV	0.859519603
GRMZM2G175989	chr6	3993389	DownCNV/PAV	0.859184643
AC205677.3_FG001	chr6	4890057	DownCNV/PAV	0.928836352
GRMZM2G125081	chr6	5157338	DownCNV/PAV	0.844087875
AC193598.3_FG002	chr6	5508884	DownCNV/PAV	0.90147179
GRMZM2G365053	chr6	6210485	DownCNV/PAV	0.810353879
GRMZM2G134066	chr6	6258998	DownCNV/PAV	0.858337085
GRMZM2G390009	chr6	6705045	DownCNV/PAV	0.747170641
GRMZM2G097804	chr6	6716649	DownCNV/PAV	0.722767087
GRMZM2G180659	chr6	6894089	DownCNV/PAV	0.885739422
GRMZM2G481280	chr6	6918325	DownCNV/PAV	0.789778305
AC197041.3_FG001	chr6	7327102	DownCNV/PAV	0.649068051
AC206349.2_FG002	chr6	7461791	DownCNV/PAV	0.811953809
GRMZM2G384884	chr6	7645752	DownCNV/PAV	0.854719746
AC187088.3_FG002	chr6	9321912	DownCNV/PAV	0.802272631
GRMZM2G531699	chr6	9606703	DownCNV/PAV	
GRMZM2G165638	chr6	9673849	DownCNV/PAV	
GRMZM2G055238	chr6	9712066	DownCNV/PAV	
GRMZM2G011562	chr6	10191102	DownCNV/PAV	0.813979405
GRMZM2G481021	chr6	10665534	DownCNV/PAV	0.842534449
GRMZM2G449085	chr6	11465766	UpCNV	0.647136756
GRMZM2G456441	chr6	12556163	DownCNV/PAV	
GRMZM2G700870	chr6	13084948	DownCNV/PAV	
AC189048.2_FG001	chr6	13402693	DownCNV/PAV	0.611206911
GRMZM2G160853	chr6	14192607	DownCNV/PAV	0.780379782
GRMZM2G159952	chr6	15758096	DownCNV/PAV	0.912892128
GRMZM2G076768	chr6	16110286	UpCNV	0.835836438
GRMZM2G700877	chr6	17160108	DownCNV/PAV	0.731807453
GRMZM2G124297	chr6	17917921	DownCNV/PAV	0.902536628
GRMZM2G354295	chr6	18728600	DownCNV/PAV	0.82758017
GRMZM2G098226	chr6	20460717	DownCNV/PAV	
GRMZM2G072567	chr6	20514899	DownCNV/PAV	
GRMZM2G047382	chr6	20590441	DownCNV/PAV	
GRMZM2G464107	chr6	21301150	DownCNV/PAV	
GRMZM2G395569	chr6	22333345	DownCNV/PAV	0.669365195
GRMZM2G700891	chr6	22580604	DownCNV/PAV	0.858653908
GRMZM2G700896	chr6	22655981	DownCNV/PAV	
AC215256.3_FG002	chr6	22682424	DownCNV/PAV	
GRMZM2G169241	chr6	23157500	DownCNV/PAV	0.774983081
GRMZM2G400578	chr6	23393717	DownCNV/PAV	
GRMZM2G034724	chr6	23873302	DownCNV/PAV	0.896327317
GRMZM2G700901	chr6	24333214	DownCNV/PAV	0.771185177
GRMZM2G176778	chr6	24562637	DownCNV/PAV	0.729885141
GRMZM2G064344	chr6	27554996	DownCNV/PAV	
GRMZM2G356378	chr6	28354413	DownCNV/PAV	
GRMZM2G337065	chr6	28794336	DownCNV/PAV	0.721839089
GRMZM2G179688	chr6	28926217	DownCNV/PAV	
AC211370.4_FG004	chr6	30710811	DownCNV/PAV	
GRMZM2G060715	chr6	31549482	DownCNV/PAV	0.836886571
GRMZM2G012928	chr6	31683064	DownCNV/PAV	0.894044742
GRMZM2G012806	chr6	31687156	DownCNV/PAV	0.877921669
GRMZM2G096680	chr6	31867675	DownCNV/PAV	0.792593226
GRMZM2G000326	chr6	31938180	DownCNV/PAV	0.625024506
GRMZM2G017966	chr6	32805105	DownCNV/PAV	0.69631399
GRMZM2G322986	chr6	33663666	Both	0.759927861
AC203768.3_FG005	chr6	35334384	DownCNV/PAV	
GRMZM2G456423	chr6	35872134	UpCNV	0.735881243
GRMZM2G700917	chr6	36697301	DownCNV/PAV	
GRMZM2G087549	chr6	36982572	UpCNV	
GRMZM2G397663	chr6	41134079	DownCNV/PAV	0.838427033
AC206184.4_FG002	chr6	41664435	UpCNV	0.760868188
GRMZM2G003461	chr6	42245963	DownCNV/PAV	0.645229273
GRMZM2G134020	chr6	42693331	DownCNV/PAV	0.669870665
GRMZM2G106513	chr6	42822627	DownCNV/PAV	0.689743756
GRMZM2G403828	chr6	42907786	DownCNV/PAV	0.754258505
GRMZM2G403813	chr6	42920716	DownCNV/PAV	0.684667402
GRMZM2G121024	chr6	42959312	DownCNV/PAV	0.661621281
GRMZM2G451679	chr6	43007723	DownCNV/PAV	0.685162706
GRMZM2G150524	chr6	43011565	DownCNV/PAV	0.676662292
GRMZM2G040833	chr6	43070390	DownCNV/PAV	0.704683128
GRMZM2G050768	chr6	43149857	DownCNV/PAV	0.664172264
GRMZM2G390512	chr6	43164156	DownCNV/PAV	0.652715118
GRMZM2G014055	chr6	43235703	Both	0.504673151
GRMZM2G066978	chr6	43284720	DownCNV/PAV	0.703831452
GRMZM2G066932	chr6	43290812	DownCNV/PAV	0.654764827
GRMZM2G048791	chr6	43386687	DownCNV/PAV	0.706871886
GRMZM2G122520	chr6	43542421	DownCNV/PAV	0.659973265
GRMZM2G076943	chr6	43545586	DownCNV/PAV	0.678281309
GRMZM2G051686	chr6	43617297	DownCNV/PAV	
GRMZM2G156578	chr6	43705738	DownCNV/PAV	0.678313137
GRMZM2G009792	chr6	43798016	DownCNV/PAV	0.688105576
GRMZM2G161761	chr6	43815631	DownCNV/PAV	0.605122874
GRMZM2G082560	chr6	44080759	DownCNV/PAV	0.651092835
GRMZM2G320152	chr6	44356328	DownCNV/PAV	0.581591439
GRMZM2G446078	chr6	44521354	UpCNV	
GRMZM2G372684	chr6	44586586	DownCNV/PAV	0.683010474
GRMZM2G433166	chr6	44657809	DownCNV/PAV	
GRMZM2G171796	chr6	46691625	DownCNV/PAV	0.763937206
GRMZM2G469006	chr6	46696651	DownCNV/PAV	0.721170138
GRMZM2G386317	chr6	47394931	DownCNV/PAV	0.692778568
GRMZM2G003679	chr6	47969169	UpCNV	0.699808988
AC218002.3_FG001	chr6	48118783	UpCNV	0.743272454
GRMZM2G319402	chr6	48495781	DownCNV/PAV	0.934575924
GRMZM2G037500	chr6	48978182	DownCNV/PAV	0.654360861
GRMZM2G392516	chr6	49090688	DownCNV/PAV	0.898590751
GRMZM2G329636	chr6	51155598	UpCNV	0.85507282
GRMZM2G014988	chr6	54144370	UpCNV	0.750050788
GRMZM2G108487	chr6	54520763	DownCNV/PAV	0.88088334
GRMZM2G122214	chr6	55528748	DownCNV/PAV	0.840812009
GRMZM2G137083	chr6	56303611	DownCNV/PAV	0.856817861
GRMZM2G339129	chr6	57362936	DownCNV/PAV	0.790029202
GRMZM2G134749	chr6	57516705	DownCNV/PAV	0.874344022
GRMZM2G172664	chr6	62302291	DownCNV/PAV	0.885749688
GRMZM2G700954	chr6	63389164	DownCNV/PAV	0.90990326
GRMZM2G091490	chr6	64902564	DownCNV/PAV	0.882886604
GRMZM2G063404	chr6	68030212	DownCNV/PAV	
GRMZM2G473679	chr6	68218117	DownCNV/PAV	0.836180522
GRMZM2G356256	chr6	68949186	DownCNV/PAV	0.782714351
GRMZM2G095348	chr6	70994768	DownCNV/PAV	0.940017404
GRMZM2G430152	chr6	73096904	DownCNV/PAV	0.78646366
GRMZM2G115453	chr6	73670823	UpCNV	0.753934139
GRMZM2G395534	chr6	73787288	DownCNV/PAV	0.785215813
GRMZM2G107756	chr6	74058875	DownCNV/PAV	0.627621386
GRMZM2G700961	chr6	75022347	DownCNV/PAV	
GRMZM2G700964	chr6	75251624	DownCNV/PAV	
GRMZM2G376957	chr6	75803465	DownCNV/PAV	0.876227864
AC194853.1_FG002	chr6	76319252	DownCNV/PAV	0.42933815
AC210596.3_FG003	chr6	76402185	DownCNV/PAV	0.548981833
GRMZM2G004278	chr6	76614140	DownCNV/PAV	0.620508483
GRMZM2G049025	chr6	76848347	DownCNV/PAV	0.524803969
GRMZM2G434561	chr6	76988283	DownCNV/PAV	0.694644328
GRMZM2G113624	chr6	77120817	DownCNV/PAV	0.842517273
GRMZM2G309331	chr6	77178135	DownCNV/PAV	
AC195587.4_FG002	chr6	77340447	DownCNV/PAV	
GRMZM2G700968	chr6	77464496	DownCNV/PAV	0.785418305
GRMZM2G014780	chr6	78050864	DownCNV/PAV	0.497671064
GRMZM2G014789	chr6	78053901	DownCNV/PAV	0.468967641
GRMZM2G162336	chr6	78532488	DownCNV/PAV	0.456913353
GRMZM2G133558	chr6	78981051	DownCNV/PAV	0.850571263
GRMZM2G355021	chr6	79278466	DownCNV/PAV	0.845180705
GRMZM2G378805	chr6	81137034	DownCNV/PAV	0.912276328
GRMZM2G441332	chr6	81991454	DownCNV/PAV	
AC202179.3_FG005	chr6	82471847	DownCNV/PAV	0.627462694
GRMZM2G449763	chr6	82691624	DownCNV/PAV	0.905275715
GRMZM2G700981	chr6	83294634	DownCNV/PAV	0.690629514
GRMZM2G417008	chr6	83407496	DownCNV/PAV	
AC200287.4_FG006	chr6	84910120	DownCNV/PAV	0.582845205
GRMZM2G045650	chr6	85156177	DownCNV/PAV	
GRMZM2G383960	chr6	85163861	DownCNV/PAV	
GRMZM2G083022	chr6	85189084	DownCNV/PAV	0.914884593
GRMZM2G700988	chr6	85307384	DownCNV/PAV	
GRMZM2G700990	chr6	85314407	DownCNV/PAV	
GRMZM2G392879	chr6	87028340	DownCNV/PAV	
GRMZM2G034469	chr6	87072423	DownCNV/PAV	0.808131079
GRMZM2G021155	chr6	87126858	DownCNV/PAV	0.730592484
GRMZM2G458761	chr6	87189481	DownCNV/PAV	0.743273618
GRMZM2G346003	chr6	87311923	DownCNV/PAV	
GRMZM2G089343	chr6	87929833	DownCNV/PAV	0.821869664
GRMZM2G094074	chr6	89195097	DownCNV/PAV	0.889268678
GRMZM2G137215	chr6	89294812	DownCNV/PAV	
GRMZM2G700995	chr6	90068090	DownCNV/PAV	
AC214478.4_FG010	chr6	92074720	DownCNV/PAV	
GRMZM2G143782	chr6	92208645	DownCNV/PAV	0.906379374
GRMZM2G088086	chr6	92329459	DownCNV/PAV	0.897713253
GRMZM2G420715	chr6	93820050	DownCNV/PAV	0.779649835
GRMZM2G701004	chr6	94137566	DownCNV/PAV	0.878119591
GRMZM2G163599	chr6	94164135	DownCNV/PAV	
GRMZM2G349649	chr6	94326796	DownCNV/PAV	0.717315849
GRMZM2G349638	chr6	94332014	DownCNV/PAV	
GRMZM2G061444	chr6	94604496	DownCNV/PAV	
GRMZM2G354319	chr6	94849098	DownCNV/PAV	0.714973424
GRMZM2G701022	chr6	96591786	DownCNV/PAV	0.513505249
GRMZM2G472187	chr6	96759517	DownCNV/PAV	0.773499607
GRMZM2G171210	chr6	96781264	DownCNV/PAV	0.888171698
GRMZM2G169376	chr6	97122918	DownCNV/PAV	
GRMZM2G332102	chr6	97253320	DownCNV/PAV	0.425654528
GRMZM2G701024	chr6	97276175	DownCNV/PAV	0.410297291
GRMZM2G078820	chr6	97513735	DownCNV/PAV	0.853397744
GRMZM2G322866	chr6	97533388	DownCNV/PAV	0.832555368
GRMZM2G127154	chr6	98109031	DownCNV/PAV	0.921037889
GRMZM2G073303	chr6	98207547	DownCNV/PAV	0.81768553
GRMZM2G701028	chr6	98314061	Both	0.389409017
GRMZM2G061609	chr6	99007900	DownCNV/PAV	0.69305692
GRMZM2G162384	chr6	99386810	DownCNV/PAV	0.883053249
GRMZM2G454629	chr6	99530497	UpCNV	
GRMZM2G164478	chr6	100490005	DownCNV/PAV	0.560066534
GRMZM2G134660	chr6	100535467	DownCNV/PAV	0.617414686
GRMZM2G300077	chr6	100625555	DownCNV/PAV	
GRMZM2G325623	chr6	100698619	DownCNV/PAV	
GRMZM2G303865	chr6	100858472	DownCNV/PAV	0.51913492
GRMZM2G154293	chr6	100929705	DownCNV/PAV	0.469827334
GRMZM2G043157	chr6	101039118	UpCNV	
GRMZM2G157300	chr6	102080159	DownCNV/PAV	0.616351299
GRMZM2G087896	chr6	102309451	DownCNV/PAV	0.901209617
GRMZM2G137569	chr6	102375093	DownCNV/PAV	0.916874579
GRMZM2G438210	chr6	102380705	DownCNV/PAV	
GRMZM2G042838	chr6	102896719	DownCNV/PAV	0.875893192
GRMZM2G045686	chr6	103713545	DownCNV/PAV	0.791034827
GRMZM2G347451	chr6	103724726	DownCNV/PAV	
GRMZM2G327088	chr6	103778739	DownCNV/PAV	
GRMZM2G367631	chr6	105103006	DownCNV/PAV	0.605657681
GRMZM2G029685	chr6	105120213	DownCNV/PAV	0.890202425
GRMZM2G454838	chr6	105221899	DownCNV/PAV	0.803264875
GRMZM2G325887	chr6	105297504	DownCNV/PAV	0.566766498
GRMZM2G050917	chr6	105317086	DownCNV/PAV	0.677412697
GRMZM2G384897	chr6	105457641	DownCNV/PAV	0.564054088
GRMZM2G141325	chr6	105495662	DownCNV/PAV	0.76507025
GRMZM2G701045	chr6	105548209	DownCNV/PAV	
GRMZM2G701047	chr6	105556397	DownCNV/PAV	
GRMZM2G404888	chr6	106038482	DownCNV/PAV	0.876563815
GRMZM2G026562	chr6	106080103	DownCNV/PAV	0.878597405
GRMZM2G123820	chr6	106201803	DownCNV/PAV	0.394535972
GRMZM2G325143	chr6	106471643	DownCNV/PAV	0.693358783
AC204573.3_FG015	chr6	108427574	DownCNV/PAV	0.687258721
GRMZM2G701055	chr6	110005545	DownCNV/PAV	
GRMZM2G373435	chr6	110005590	DownCNV/PAV	0.820687385
GRMZM2G097021	chr6	110523415	DownCNV/PAV	0.925692276
GRMZM2G016727	chr6	110919867	DownCNV/PAV	0.732388383
GRMZM2G004276	chr6	110985258	DownCNV/PAV	
GRMZM2G437113	chr6	111199788	DownCNV/PAV	0.594614058
GRMZM2G134325	chr6	111202750	UpCNV	0.849682131
GRMZM2G701068	chr6	111285668	UpCNV	
AC197124.3_FG004	chr6	112070652	DownCNV/PAV	0.620586396
GRMZM2G701078	chr6	113113662	UpCNV	
GRMZM2G319537	chr6	113427567	UpCNV	
GRMZM2G474088	chr6	114257991	DownCNV/PAV	0.838391011
GRMZM2G070573	chr6	115594211	Both	
GRMZM2G331316	chr6	115856892	DownCNV/PAV	0.223849884
GRMZM2G050727	chr6	116108192	DownCNV/PAV	0.89721699
AC212887.3_FG005	chr6	117221677	DownCNV/PAV	0.650573785
GRMZM2G155343	chr6	118229030	DownCNV/PAV	0.802450364
GRMZM2G476323	chr6	118550543	DownCNV/PAV	0.854917804
GRMZM2G701092	chr6	120012793	UpCNV	
